"agreement_label","agreement_confidence","comment_id","topic","error"
"Mixed/Ambiguous",0.75,"climate_comment_184343","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_225956","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_181965","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_238587","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_213571","Climate Change Denial And Political Polarization",NA
"Disagree",0.9,"climate_comment_219253","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_225957","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_182172","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_226059","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_182170","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_179871","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_253598","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_182995","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_199977","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_199978","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_210771","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_185021","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_210770","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_185022","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_185020","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_178066","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_242542","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_182993","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_242545","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_171049","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_242544","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_277147","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_228364","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_185720","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_252101","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_195668","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212775","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_279907","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_182610","Climate Change Denial And Political Polarization",NA
"Disagree",0.9,"climate_comment_255285","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_279909","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_279910","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_229352","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_204157","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_229353","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_234614","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_204156","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_253947","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_249465","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_253945","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_238978","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_234616","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_191412","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_223293","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_249466","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_213850","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_197693","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_253946","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_184933","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_242543","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_184936","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_184601","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_237003","Climate Change Denial And Political Polarization",NA
"Disagree",0.9,"climate_comment_184935","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_262950","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_184603","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_200039","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_250787","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_250788","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_258032","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_174186","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_175142","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_270240","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_175144","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_270241","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_270239","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_207756","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_204692","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_207757","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_267118","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_176403","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_207758","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_204695","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_207759","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_267120","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_174928","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_241809","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_190528","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_204691","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_174930","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_205728","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_236687","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_174929","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_236554","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_236688","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_236690","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_260827","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_260824","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_236689","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_236691","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_208048","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.65,"climate_comment_239079","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_239078","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_276047","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_212233","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_222538","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_193141","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_276046","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_220616","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_276048","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_193144","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_220618","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_211398","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_215816","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_220619","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_243497","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_224637","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_264038","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_280014","Climate Change Denial And Political Polarization",NA
"Agree",0.9,"climate_comment_255401","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_243498","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_229895","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_280015","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_177743","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_230026","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_229896","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_230027","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_229898","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_268456","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_197717","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_214601","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_260816","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_181987","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_274333","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_211086","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_274334","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_211085","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_247264","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_211087","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_170270","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_170269","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_247265","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.85,"climate_comment_209373","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_237823","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_170114","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_238716","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_247267","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_191627","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_270348","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_238717","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_240756","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_245178","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_181241","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_214602","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_242896","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_259511","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_218303","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_215266","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_215268","Climate Migration And Coastal Resilience",NA
"Disagree",0.9,"climate_comment_259510","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_245180","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_254166","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_205631","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_197890","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_254165","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_205633","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.88,"climate_comment_196103","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_197891","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_197892","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_277577","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_254169","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_277576","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_196104","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_196105","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_173149","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_218146","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_171645","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_216657","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_257756","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_217541","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_218148","Climate Change Denial And Political Polarization",NA
"Agree",0.88,"climate_comment_198259","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_198261","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_217543","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_217542","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_278875","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_224382","Climate Migration And Coastal Resilience",NA
"Agree",0.88,"climate_comment_274509","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_174399","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_198262","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_217544","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_274510","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_189006","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_224381","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_224660","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_190917","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_216170","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_188166","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_224663","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_218474","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_190919","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_188169","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_188167","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_183990","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_233306","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_201388","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_233928","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_233308","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_190916","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_183991","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_176996","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_226982","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_169889","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_183992","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_231895","Progressive Taxation For Climate Mitigation",NA
"Mixed/Ambiguous",0.75,"climate_comment_230323","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_267514","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_182059","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_226983","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_233342","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_230324","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_187486","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_209630","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_262234","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_187487","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_263064","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_185638","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_262233","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_260346","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_263728","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_187485","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_204346","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_263065","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_182062","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_273834","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_185639","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260347","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_263729","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_280457","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_174819","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_280458","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_230948","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_280461","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260349","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_188366","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_182316","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_223606","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_218557","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_270023","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223607","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_201482","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_223608","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_176035","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_270026","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212468","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_271783","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_176037","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_176036","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_186174","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_176039","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_186173","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_257493","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_257494","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_258199","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_182313","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_186176","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_216166","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_253205","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_185485","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_258434","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_196834","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_280440","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_258650","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_244017","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_232483","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_277581","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_253206","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_240224","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_257491","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_277582","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_236406","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_196835","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_277583","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_194311","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_196836","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_236405","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_209391","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_261478","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_194312","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_235889","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_209392","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_245924","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_209393","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_235890","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_212545","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_273305","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_195798","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_273306","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_229142","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_245926","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_229141","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_246249","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_272647","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_272646","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_193645","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_245927","Climate Migration And Coastal Resilience",NA
"Agree",0.95,"climate_comment_239612","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_179254","Climate Change Media Engagement",NA
"Disagree",0.85,"climate_comment_239615","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_267026","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_239613","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_180062","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_232477","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_221976","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_180063","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_280595","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_180066","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_238824","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_221977","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_265277","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_232479","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_180508","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_214002","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_179964","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_181185","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_205873","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_179226","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_179963","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_179227","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_262668","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_179228","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_179966","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_277727","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_259869","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_205872","Global Climate Change And Sustainability",NA
"Agree",0.95,"climate_comment_233361","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_213971","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_174002","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_220413","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_274796","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_218629","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_213970","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_213748","Climate Migration And Coastal Resilience",NA
"Agree",0.9,"climate_comment_271081","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_213747","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_213972","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_213746","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_195410","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_260622","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_212054","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_195411","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_178085","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_178086","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_214249","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_254049","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_214252","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_261492","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_198215","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.75,"climate_comment_267371","Climate Migration And Coastal Resilience",NA
